Number;Id;Unique Id;Company Name;Company owner;Company purpose;First adressline;second adressline;Country;Foreign Zip Code;House number;Street;Dwelling number;Locality;Swiss zipcode add on;Swiss zipcode;
158;152298794;CH55011586458;Berisha Peintures;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Payerne;CH;null;4;Rue de la Boverie;null;null;null;1530;
159;152300870;CH02010637607;Restaurante Mahnaz Bidari;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Dietikon;CH;null;16;Bremgartnerstrasse;null;null;null;8953;
160;152302645;CH02040517613;MeiXin Restaurant GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Luzern;CH;null;2;Rössligasse;null;null;null;6004;
161;152303018;CH28010148019;Coiffeur ReNew Barbara Gysin;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Liestal;CH;null;2;Spinnlerstrasse;null;null;null;4410;
162;152303892;CH14030038953;BGG Wiflisburg AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Sarnen;CH;null;17;Kernserstrasse;null;null;null;6060;
163;152305738;CH55011771755;SF Toitures SNC;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Oron-la-Ville;CH;null;4;chemin de l'Arzelier;null;null;null;1610;
164;152306873;CH02010623879;Rupp Consulting;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zollikon;CH;null;23 b;Rebwiesstrasse;null;null;null;8702;
165;152306896;CH67040056069;Dec Bernard Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Courcelon;CH;null;33;Grand-Rue;null;null;null;2823;
166;152309481;CH02010606847;Jörger ITSM;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Windlach;CH;null;20 a;Dorfstrasse;null;null;null;8175;
167;152310389;CH15030046561;SMOOZED AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Emmenbrücke;CH;null;74;Gerliswilstrasse;null;null;null;6020;
168;152312247;CH67040075312;DJOB'SLIMANE Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Courtemaîche;CH;null;11;Vers l'Eglise;null;null;null;2923;
169;152312359;CH28040224994;SRS-Technik GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Liestal;CH;null;26;Frenkenstrasse;null;null;null;4410;
170;152313666;CH02040483911;Rüegg Training GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Meilen;CH;null;40;Mühlerain;null;null;null;8706;
171;152315576;CH55011534458;Junah Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lausanne;CH;null;5;Chemin de la Plaisante;null;null;null;1012;
172;152315630;CH62630151221;PAJIMO SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Crans-Montana;CH;null;4;Route de la Moubra;null;null;null;3963;
173;152320583;CH35010103163;Anhorn Holzbau;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St. Antönien;CH;null;57;Gädmen;null;null;null;7246;
174;152322441;CH55011762154;Ferring Properties SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St-Prex;CH;null;50;chemin de la Vergognausaz;null;null;null;1162;
175;152324919;CH40040357518;Wexxelzone GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Schwerzenbach;CH;null;15;Gfennstrasse;null;null;null;8603;
176;152324983;CH03690586865;Zebrabox Ministorage AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bern;CH;null;82;Eigerstrasse;null;null;null;3007;
177;152325161;CH32040770495;SMART MAIL GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St. Gallen;CH;null;10a;Paradiesstrasse;null;null;null;9000;
178;152328395;CH17030372483;Glenpower AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;137;Baarerstrasse;null;null;null;6302;
179;152328880;CH55011065310;SM Ferraillages Sàrl en liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Crissier;CH;null;72;Quartier Pré-Fontaine;null;null;null;1023;
180;152332675;CH02010628011;E.S.E. Reinigung Murtezi;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rüti ZH;CH;null;4;Bergacherstrasse;null;null;null;8630;
181;152334148;CH40030380058;ALPHA Baumanagement AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Berikon 1;CH;null;2;Staldenweg;null;null;null;8965;
182;152336704;CH66033240163;Okayo GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Merki Treuhand AG;Baden;CH;null;8;Theaterplatz;null;null;null;5400;
183;152337885;CH66019290097;Newsped Transports & Logistic SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Plan-les-Ouates;CH;null;15 A;Chemin Eugène-Charlet;null;null;null;1228;
184;152340172;CH55011032151;Deca Swiss Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Nyon;CH;null;50 A;Route de Divonne;null;null;null;1260;
185;152342722;CH66053680151;GDI Générale de Développement Immobilier SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Vessy;CH;null;31;route de Troinex;null;null;null;1234;
186;152344560;CH02040611473;Blumenwiese Uster GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Uster;CH;null;62;Aathalstrasse;null;null;null;8610;
187;152344655;CH55011619441;Jordan Bogdan rénovation;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Resto de la piscine;Moudon;CH;null;null;Avenue du Grand-Pré;null;null;null;1510;
188;152346105;CH13040171750;Swissbed GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Goldau;CH;null;7;Bernerhöhe Nord;null;null;null;6410;
189;152347903;CH24110137773;connected Giuseppe Biasco;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Solothurn;CH;null;11;Holbeinweg;null;null;null;4500;
190;152348015;CH55011468481;Nixon Bravo Vera;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lausanne;CH;null;25;Chemin de Champrilly;null;null;null;1004;
191;152350236;CH62110098895;Delinda Osaj;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Monthey;CH;null;6;Place de Tübingen;null;null;null;1870;
192;152351790;CH66057800156;Pointu;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;58;Cité Villars;null;null;null;1203;
193;152353010;CH32040706921;Seiler Umzüge und Transporte GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Gossau;CH;null;9;Bedastrasse;null;null;null;9200;
194;152356687;CH30010181399;VERA Bau AC;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Herisau;CH;null;7;Zeughausstrasse;null;null;null;9100;
195;152357060;CH32010774143;Haag Consulting;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wil;CH;null;5;Kelterstrasse;null;null;null;9500;
196;152357870;CH10090084057;Securitas AG Schweizerische Bewachungsgesellschaft;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Luzern;CH;null;25;Hirschmattstrasse;null;null;null;6003;
197;152358806;CH62610152095;Julien d'Eysmond consulting (JDE consulting);Kanton service not implemented yet;Kanton service not implemented yet;null;null;Sion;CH;null;57;Rue de Gravelone;null;null;null;1950;
198;152360470;CH03610567090;B&F styling Urs Brand;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bern;CH;null;42;Gerberngasse;null;null;null;3011;
199;152361978;CH66022830132;RELOOK DOG Studio - Muskens Anne-Sophie;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Thônex;CH;null;146;rue de Genève;null;null;null;1226;
200;152363078;CH55011691908;ZN Construction Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St-Prex;CH;null;14;Route de Morges;null;null;null;1162;
201;152363109;CH32040739934;Agentur für Emotion GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Flawil;CH;null;1267;Raaschberg;null;null;null;9230;
202;152363368;CH02040483118;Segreto GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Volketswil;CH;null;1;Säntisweg;null;null;null;8604;
203;152366556;CH27030151401;Alfred Rüdisühli Holding AG;No Owner Found;No Owner Found;null;null;Basel;CH;null;1;Rheinsprung;null;null;null;4051;
204;152367337;CH66019040145;IDEMUDIA EDWIN TAXI;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genthod;CH;null;54;chemin de la Caracole;null;null;null;1294;
205;152368704;CH17010079248;A-Z PersonalCare Monique Siegrist;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Steinhausen;CH;null;38;Goldermattenstrasse;null;null;null;6312;
206;152369678;CH32040819480;Immoabteilung GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Berneck;CH;null;14;Taastrasse;null;null;null;9442;
207;152372781;CH13010179858;Herbert Diethelm Kundenschreinerei;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Reichenburg;CH;null;8;Obertafletenstrasse;null;null;null;8864;
208;152373817;CH64541141440;CRISTAL DEMENAGEMENT NETTOYAGE TRANSPORTS - DOSKI;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Neuchâtel;CH;null;25;rue de Maillefer;null;null;null;2000;
209;152374277;CH32010736157;Blumen Budik Lili Gächter;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Oberriet;CH;null;69;Staatsstrasse;null;null;null;9463;
210;152375578;CH29020195757;Wilchinger Bergwy KLG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wilchingen;CH;null;1;Wilchingerberg;null;null;null;8217;
211;152376431;CH44030287642;Haffa Holding AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bürglen TG;CH;null;27;Sulgerstrasse;null;null;null;8575;
212;152376595;CH02010719698;MOHAMED 2gStylz;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Fällanden;CH;null;33;Maurstrasse;null;null;null;8117;
213;152377548;CH17090006213;Ernst & Young AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;26;Gotthardstrasse;null;null;null;6300;
214;152378507;CH03640725330;Uhlmann Unternehmensberatung GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Stettlen;CH;null;11;Rainweg;null;null;null;3066;
215;152381219;CH50110172191;23 di Albertolli Silvia;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Vacallo;CH;null;15;Via del Breggia;null;null;null;6833;
216;152381751;CH24110136709;Pack Markt Sabaratnam;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Solothurn;CH;null;34;Wengistrasse;null;null;null;4500;
217;152384318;CH40040351415;Forex Profit GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Anglikon;CH;null;43;Raimattstrasse;null;null;null;5611;
218;152384950;CH17030368841;Naturamed Vertriebs AG in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Hünenberg;CH;null;43;Bösch;null;null;null;6331;
219;152385051;CH03630557463;ND Holding AG;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Storama AG für Sonnen- und Wetterschutz-Technik;Burgistein Station;CH;null;null;Pfandersmatt;null;null;null;3664;
220;152385387;CH50130161607;Aldasol SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Mendrisio;CH;null;10;Via Industria;null;null;null;6850;
221;152385766;CH32040788204;Brandwork GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Berneck;CH;null;16a;Tramstrasse;null;null;null;9442;
222;152385973;CH02030436874;PARTCHEM AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Winterthur;CH;null;10;Garnmarkt;null;null;null;8400;
223;152389445;CH02010624112;Felser Brand Leadership;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Winterthur;CH;null;7;Metzggasse;null;null;null;8400;
224;152389741;CH02030451045;ZIBA Armierungen AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Schlieren;CH;null;1;Steinwiesenstrasse;null;null;null;8952;
225;152389988;CH40030372770;fragguido ag;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Yasmin Maurer;Bergdietikon;CH;null;12;Klosterstrasse;null;null;null;8962;
226;152390543;CH10037931294;First Class Import AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Eich;CH;null;6;Haldenstrasse;null;null;null;6205;
227;152390715;CH40040390046;Petko Metallbau GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Waltenschwil;CH;null;16;Dorfstrasse;null;null;null;5622;
228;152392269;CH66025490126;Attila SZÜCS;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;4;Rue du Contrat-Social;null;null;null;1203;
229;152395540;CH17040131639;Swiss Data Labs AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Baar;CH;null;63;Inwilerriedstrasse;null;null;null;6340;
230;152398065;CH24110134059;AP Demotech Leutwyler;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Breitenbach;CH;null;2;Schulgartenweg;null;null;null;4226;
231;152402407;CH66016480170;ATMO SARL;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;24;rue du Cendrier;null;null;null;1201;
232;152403418;CH55011793559;LEDsPark SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Vevey;CH;null;22;Rue des Moulins;null;null;null;1800;
233;152404151;CH62140101054;Exelixi Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Monthey;CH;null;23;Avenue de l'Industrie;null;null;null;1870;
234;152404346;CH03630520908;ABS Immobilien AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Unterseen;CH;null;111;Beatenbergstrasse;null;null;null;3800;
235;152406463;CH03640544420;Flathold Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Biel/Bienne;CH;null;7;Gurzelenstrasse;null;null;null;2502;
236;152407155;CH02010665641;Recycling Support CH Streur (RSN);Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zollikon;CH;null;26;Dufourstrasse;null;null;null;8702;
237;152407244;CH32040714325;BKE Immo GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Altstätten;CH;null;5;Im Kirlenhof;null;null;null;9450;
238;152408450;CH02099013122;H. Wellauer AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Elgg;CH;null;null;Egghof;null;null;null;8353;
239;152412506;CH40044419037;PartyOn GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Kaiseraugst;CH;null;28;Weidenweg;null;null;null;4303;
240;152413658;CH03610581624;Taxi Express AL Areki;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Biel/Bienne;CH;null;65;Pianostrasse;null;null;null;2503;
241;152413770;CH10048057481;Sursana GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Geuensee;CH;null;1;Schulhausstrasse;null;null;null;6232;
